image,scheme,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000341681.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,12.8803,16.1765,35846,0
000000341681.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111110001001011,0.906250,0,12.8803,18.1536,35447,0
000000358427.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6679,13.6679,34327,0
000000358427.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6679,20.4753,8381,0
000000358427.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6679,12.6851,34529,0
000000358427.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000001000000,0.531250,0,13.6679,10.9118,11566,0
000000358427.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010000011000000,0.562500,0,13.6679,12.1184,32134,0
000000358427.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100100000100010010101111001011,0.593750,0,13.6679,9.9280,65536,0
000000358427.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.6679,16.6088,36378,0
000000358427.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,11110001101000110111100001101011,0.937500,0,13.6679,16.8956,36776,0
000000358427.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110100001000110111100001100011,0.843750,0,13.6679,18.7968,36034,0
000000358427.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4482,13.4482,34140,0
000000358427.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4482,15.1310,22054,0
000000358427.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4482,11.2144,26289,0
000000358427.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.4482,10.7958,28016,0
000000358427.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.4482,11.6232,27974,0
000000358427.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00100000000000000010000001000000,0.593750,0,13.4482,11.5617,28523,0
000000358427.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.4482,16.3983,35970,0
000000358427.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.4482,16.8352,34974,0
000000358427.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101101000110111100001001010,0.875000,0,13.4482,18.7401,34001,0
000000360137.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.4763,14.4763,34173,0
000000360137.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.4763,21.3972,8991,0
000000360137.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.4763,14.1437,34391,0
000000360137.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100010100000010011001011000001,0.625000,0,14.4763,13.2270,33043,0
000000360137.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,14.4763,8.0554,30503,0
000000360137.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101110100100010010101011000001,0.531250,0,14.4763,10.0123,65536,0
000000360137.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.4763,16.8810,36028,0
000000360137.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.4763,16.9306,36273,0
000000360137.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000110111110001101011,0.875000,0,14.4763,17.8738,35726,0
000000360137.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.7808,14.7808,33632,0
000000360137.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.7808,16.6241,22005,0
000000360137.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.7808,12.7554,22305,0
000000360137.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000010001011000001,0.562500,0,14.7808,12.2960,32850,0
000000360137.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00001100000000010010000001000000,0.531250,0,14.7808,8.3760,8373,0
000000360137.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00101000000000000010000011000000,0.531250,0,14.7808,11.6608,26791,0
000000360137.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.7808,16.8881,35742,0
000000360137.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,14.7808,16.9801,34696,0
000000360137.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.7808,17.6840,35323,0
000000397681.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7292,13.7292,34454,0
000000397681.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001001000110111100001100011,0.937500,0,13.7292,20.5667,11431,0
000000397681.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7292,8.4504,34725,0
000000397681.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000010000011000000,0.531250,0,13.7292,7.9454,27960,0
000000397681.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000010000000,0.468750,0,13.7292,8.6841,16415,0
000000397681.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100000000000010010000011001000,0.625000,0,13.7292,7.5959,64464,0
000000397681.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7292,16.0117,36890,0
000000397681.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7292,16.1065,36822,0
000000397681.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7292,15.8248,37707,0
000000397681.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8000,13.8000,34805,0
000000397681.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8000,15.5832,23751,0
000000397681.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8000,7.9116,30258,0
000000397681.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000100000000000010000011000000,0.500000,0,13.8000,8.1919,15688,0
000000397681.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.8000,8.7278,17536,0
000000397681.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.8000,8.0363,4416,0
000000397681.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.8000,15.9633,42063,0
000000397681.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.8000,15.9845,39713,0
000000397681.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.8000,15.7030,40446,0
000000400573.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2363,13.2363,34508,0
000000400573.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2363,20.1756,8678,0
000000400573.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2363,10.5427,34671,0
000000400573.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000011000000,0.500000,0,13.2363,9.8099,31920,0
000000400573.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.2363,8.6697,33387,0
000000400573.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100100100010010101011101001,0.625000,0,13.2363,8.7404,65536,0
000000400573.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2363,16.3215,36177,0
000000400573.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001001000100111100001101011,0.906250,0,13.2363,16.5927,37114,0
000000400573.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001001000110111100001001011,0.906250,0,13.2363,18.2865,36246,0
000000400573.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4223,13.4223,33963,0
000000400573.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4223,15.3112,21978,0
000000400573.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4223,9.6624,30866,0
000000400573.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00100100000000000010000000000000,0.531250,0,13.4223,10.0745,5284,0
000000400573.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00101100000000010010000011000000,0.531250,0,13.4223,8.6858,33066,0
000000400573.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000100000000000010000011000000,0.500000,0,13.4223,10.3837,25388,0
000000400573.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.4223,16.3135,36301,0
000000400573.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001100011,0.906250,0,13.4223,16.6617,35143,0
000000400573.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,10110001101000110111100001001010,0.906250,0,13.4223,18.2605,36441,0
000000401250.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,12.7563,12.7563,34775,0
000000401250.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,12.7563,19.5498,8679,0
000000401250.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,12.7563,9.8909,34700,0
000000401250.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000010000000,0.468750,0,12.7563,11.6775,7861,0
000000401250.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000100000000000000000011000000,0.468750,0,12.7563,11.7948,18170,0
000000401250.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100100000000010011000011000000,0.593750,0,12.7563,9.6505,65536,0
000000401250.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,12.7563,15.7713,36878,0
000000401250.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,12.7563,16.1165,36530,0
000000401250.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000100111100001101010,0.843750,0,12.7563,18.2008,36239,0
000000401250.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,12.8583,12.8583,33972,0
000000401250.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,12.8583,14.6163,21953,0
000000401250.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,12.8583,8.9964,37270,0
000000401250.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000001000000,0.531250,0,12.8583,11.4817,11849,0
000000401250.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000001000000,0.531250,0,12.8583,11.8356,15218,0
000000401250.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000000000000000000000001000000,0.531250,0,12.8583,12.3524,21005,0
000000401250.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,12.8583,15.8166,36018,0
000000401250.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,12.8583,16.2079,36144,0
000000401250.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110000101000100111100001000011,0.843750,0,12.8583,18.3237,36301,0
000000426372.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6164,14.6164,34583,0
000000426372.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6164,21.2036,8911,0
000000426372.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6164,7.1612,34768,0
000000426372.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000000000000010100011000000,0.562500,0,14.6164,7.1259,32963,0
000000426372.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00101100000000000011100011001000,0.593750,0,14.6164,7.3610,32821,0
000000426372.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100100000100010011101111000001,0.562500,0,14.6164,6.0893,65536,0
000000426372.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.6164,17.0234,36098,0
000000426372.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,11110001101000100111100001101011,0.906250,0,14.6164,17.1589,36786,0
000000426372.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001001000100111100001101011,0.906250,0,14.6164,17.2056,36215,0
000000426372.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9875,13.9875,33870,0
000000426372.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9875,15.4625,21850,0
000000426372.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9875,6.7141,25978,0
000000426372.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000100000000000011001011000000,0.500000,0,13.9875,6.6125,32348,0
000000426372.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00101100000000000011000011000000,0.531250,0,13.9875,7.1965,32789,0
000000426372.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.9875,5.8029,30653,0
000000426372.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9875,16.6239,36307,0
000000426372.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.9875,16.8631,35363,0
000000426372.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111110001001011,0.906250,0,13.9875,17.3379,37011,0
000000437351.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.1968,14.1968,34824,0
000000437351.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.1968,21.0948,9301,0
000000437351.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.1968,10.9702,34282,0
000000437351.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000010001011001001,0.562500,0,14.1968,8.7243,32284,0
000000437351.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00101100100000010011100011001000,0.656250,0,14.1968,8.2090,33701,0
000000437351.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100100100100010010101111101001,0.625000,0,14.1968,7.5663,65536,0
000000437351.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.1968,16.7110,35855,0
000000437351.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,14.1968,16.8099,35683,0
000000437351.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110000101000100111100001100011,0.875000,0,14.1968,17.5025,35982,0
000000437351.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6133,14.6133,34315,0
000000437351.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6133,16.6124,21976,0
000000437351.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6133,10.2676,22443,0
000000437351.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000000000000010101011000001,0.562500,0,14.6133,8.6965,21278,0
000000437351.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010000001000000,0.593750,0,14.6133,8.5353,22706,0
000000437351.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00100100100000000011000001000000,0.625000,0,14.6133,8.0822,23048,0
000000437351.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.6133,16.8539,36332,0
000000437351.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.6133,16.9070,35778,0
000000437351.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6133,17.4358,36755,0
000000477805.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,15.4323,15.4323,34952,0
000000477805.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101010,0.968750,0,15.4323,22.0918,12268,0
000000477805.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101010,0.968750,0,15.4323,21.0658,54318,0
000000477805.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000000000000010101011100001,0.593750,0,15.4323,15.4515,25931,0
000000477805.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000100100100010010101111100001,0.562500,0,15.4323,14.8429,31960,0
000000477805.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100100100010010101011100001,0.593750,0,15.4323,12.8072,64565,0
000000477805.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,15.4323,17.1140,35645,0
000000477805.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,11110101001000100111100001101011,0.843750,0,15.4323,17.2672,35671,0
000000477805.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,00110100001000110111100001000011,0.843750,0,15.4323,17.8172,35793,0
000000477805.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,15.5337,15.5337,33848,0
000000477805.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,15.5337,17.3954,21979,0
000000477805.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,15.5337,17.0197,24423,0
000000477805.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00101100000000001011101111000001,0.500000,0,15.5337,15.2875,34262,0
000000477805.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000100100100010011100011000001,0.625000,0,15.5337,15.2333,32754,0
000000477805.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00001100100100000010101111000001,0.468750,0,15.5337,15.6213,28664,0
000000477805.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,15.5337,17.1944,33600,0
000000477805.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,15.5337,17.3359,33409,0
000000477805.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001001011,0.937500,0,15.5337,17.9847,34148,0
000000508730.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4808,13.4808,34791,0
000000508730.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001001000110111100001101011,0.968750,0,13.4808,20.4911,9619,0
000000508730.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4808,8.0468,35167,0
000000508730.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000011000000,0.500000,0,13.4808,10.2635,16918,0
000000508730.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000000000000000000,0.531250,0,13.4808,9.4513,2331,0
000000508730.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101000000000010010000111000001,0.562500,0,13.4808,9.0755,65536,0
000000508730.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.4808,16.4421,35772,0
000000508730.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,11110001101000110111100001101011,0.937500,0,13.4808,16.6917,37080,0
000000508730.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000110111100001001011,0.875000,0,13.4808,18.5315,36121,0
000000508730.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5798,13.5798,34106,0
000000508730.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5798,15.5122,22072,0
000000508730.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5798,7.5457,24258,0
000000508730.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.5798,10.1418,4826,0
000000508730.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000010000000,0.468750,0,13.5798,9.2758,25773,0
000000508730.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.5798,10.6634,25374,0
000000508730.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.5798,16.3999,36031,0
000000508730.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001100000100111100001101011,0.906250,0,13.5798,16.6247,35505,0
000000508730.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,11110101101000110111110001001011,0.843750,0,13.5798,18.4275,34386,0
000000517056.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9758,13.9758,34263,0
000000517056.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9758,20.8704,8709,0
000000517056.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9758,9.5348,34381,0
000000517056.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100100000100000010100011000000,0.531250,0,13.9758,7.4110,32715,0
000000517056.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00001100000100010010101011000000,0.468750,0,13.9758,6.1029,33336,0
000000517056.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100100100010010101011000011,0.593750,0,13.9758,6.7801,65536,0
000000517056.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.9758,16.7993,36242,0
000000517056.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.9758,17.0123,35991,0
000000517056.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110100001000100111100001000011,0.781250,0,13.9758,17.9587,36440,0
000000517056.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.3797,14.3797,33876,0
000000517056.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.3797,16.1643,22000,0
000000517056.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.3797,8.9515,22543,0
000000517056.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000000000000010101001000001,0.593750,0,14.3797,7.6310,29279,0
000000517056.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000010000001000000,0.562500,0,14.3797,6.0335,32433,0
000000517056.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00101100100100010010101011000010,0.562500,0,14.3797,7.0720,30855,0
000000517056.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,14.3797,16.9450,35388,0
000000517056.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,14.3797,17.1476,34984,0
000000517056.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001100000100111100001001011,0.875000,0,14.3797,17.8001,35586,0
000000517687.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.0366,14.0366,34308,0
000000517687.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000111111100001101011,0.968750,0,14.0366,20.8303,8701,0
000000517687.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001001000110111100001100011,0.937500,0,14.0366,11.1674,34257,0
000000517687.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000010000011000000,0.531250,0,14.0366,8.5919,30522,0
000000517687.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,14.0366,9.0698,31170,0
000000517687.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100000100010010101011101001,0.593750,0,14.0366,8.0666,65536,0
