image,scheme,scaling_w,attack,candidate,box,message,predicted,bit_accuracy,confidence,mask_pixels,used_fallback
000000230166.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"30,13,242,242,0.5,3875",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000230166.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"128,79,223,210,0.5,2914",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000230166.png,five_region_spatial,2.5000,crop_center_50,bbox_2,"61,100,85,140,0.5,273",11110110010100000011110000110001,00000001001000000000000010000000,0.437500,0.050745,1046,0
000000230166.png,five_region_spatial,2.5000,crop_center_50,bbox_3,"111,121,142,145,0.5,229",11110110010100000011110000110001,00000000000000000000000010000000,0.500000,0.020481,708,0
000000230166.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.937547,37087,0
000000230166.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,37087",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.937224,37084,0
000000230166.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,37087",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.937224,37084,0
000000230166.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,01110110110100000011110000110010,0.875000,0.844324,38780,0
000000230166.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,38780",11110110010100000011110000110001,01110110110100000011110000110010,0.875000,0.847710,38796,0
000000230166.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,38780",11110110010100000011110000110001,01110110110100000011110000110010,0.875000,0.847710,38796,0
000000249180.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.028911,1472,0
000000249180.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"100,122,256,256,0.5,1472",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.000408,27,0
000000249180.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"140,213,195,238,0.5,368",11110110010100000011110000110001,00000101110000010000000010100000,0.500000,0.090026,1176,0
000000249180.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"192,141,238,170,0.5,363",11110110010100000011110000110001,00100000010010010001000010000000,0.531250,0.341383,3960,0
000000249180.png,single_center_50pct,2.5000,crop_top_left_50,bbox_3,"143,140,179,164,0.5,290",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,single_center_50pct,2.5000,crop_top_left_50,bbox_4,"129,183,159,207,0.5,200",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.048320,2093,0
000000249180.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"0,0,196,213,0.5,2093",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.037877,2139,0
000000249180.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"89,52,136,94,0.5,565",11110110010100000011110000110001,00000000010000000000000010000000,0.531250,0.025632,529,0
000000249180.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_2,"69,25,116,66,0.5,450",11110110010100000011110000110001,00000000110000000001000010000000,0.531250,0.019941,365,0
000000249180.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_3,"17,74,52,100,0.5,306",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_4,"27,106,62,131,0.5,274",11110110010100000011110000110001,00000011000010011000000010010110,0.375000,0.191813,3057,0
000000249180.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.146551,57968,0
000000249180.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,57968",11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.146661,58056,0
000000249180.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,57968",11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.146661,58056,0
000000249180.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.905092,36385,0
000000249180.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36385",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.905068,36384,0
000000249180.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,36385",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.905068,36384,0
000000249180.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,01110110000100000011110000110010,0.875000,0.763265,36581,0
000000249180.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,36581",11110110010100000011110000110001,01110110000100000011110000110010,0.875000,0.765766,36550,0
000000249180.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,36581",11110110010100000011110000110001,01110110000100000011110000110010,0.875000,0.765766,36550,0
000000249180.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.044812,2695,0
000000249180.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"13,0,256,256,0.5,2695",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.032812,1898,0
000000249180.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"167,185,228,256,0.5,1450",11110110010100000011110000110001,00000100000010010000000010010001,0.531250,0.080119,1514,0
000000249180.png,five_region_spatial,2.5000,crop_top_left_50,bbox_2,"112,117,172,170,0.5,532",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,five_region_spatial,2.5000,crop_top_left_50,bbox_3,"44,149,105,161,0.5,248",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.075916,8415,0
000000249180.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"0,30,256,256,0.5,8415",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.084066,26325,0
000000249180.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"55,60,256,256,0.5,8151",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.046438,12303,0
000000249180.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.060034,17957,0
000000249180.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,17957",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.060135,18334,0
000000249180.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"10,12,232,247,0.5,15903",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.047721,4604,0
000000249180.png,five_region_spatial,2.5000,crop_center_50,bbox_2,"160,61,214,120,0.5,861",11110110010100000011110000110001,00000010001000110000000010000000,0.437500,0.123210,1848,0
000000249180.png,five_region_spatial,2.5000,crop_center_50,bbox_3,"4,2,39,39,0.5,349",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,five_region_spatial,2.5000,crop_center_50,bbox_4,"2,222,38,248,0.5,231",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000249180.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.915036,38372,0
000000249180.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,38372",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.915870,38387,0
000000249180.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,38372",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.915870,38387,0
000000249180.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,01110110010100000011110000110011,0.937500,0.828707,38070,0
000000249180.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,38070",11110110010100000011110000110001,01110110010100000011110000110011,0.937500,0.829872,38058,0
000000249180.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,38070",11110110010100000011110000110001,01110110010100000011110000110011,0.937500,0.829872,38058,0
000000260657.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000100000000000010001010000011,0.531250,0.106864,4887,0
000000260657.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"0,67,256,228,0.5,4887",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.005684,423,0
000000260657.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"120,82,217,155,0.5,1567",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"169,102,247,168,0.5,1274",11110110010100000011110000110001,00000000000000001000000010001000,0.437500,0.121972,1950,0
000000260657.png,single_center_50pct,2.5000,crop_top_left_50,bbox_3,"64,100,126,149,0.5,796",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,single_center_50pct,2.5000,crop_top_left_50,bbox_4,"14,98,72,138,0.5,713",11110110010100000011110000110001,10000010111000000000010100000001,0.593750,0.034331,471,0
000000260657.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.030938,1191,0
000000260657.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"78,18,198,158,0.5,1191",11110110010100000011110000110001,10100000000000000000000000010000,0.625000,0.155538,13270,0
000000260657.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"110,102,176,142,0.5,630",11110110010100000011110000110001,00010000010101000000000010000011,0.562500,0.184102,8486,0
000000260657.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_2,"148,47,162,100,0.5,212",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.164575,48971,0
000000260657.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,48971",11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.164489,48868,0
000000260657.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,48530",11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.164489,48868,0
000000260657.png,single_center_50pct,2.5000,crop_center_50,bbox_2,"240,60,256,90,0.5,222",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,single_center_50pct,2.5000,crop_center_50,bbox_3,"210,0,236,19,0.5,219",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.904138,36383,0
000000260657.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36383",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.904520,36396,0
000000260657.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,36383",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.904520,36396,0
000000260657.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110000100000011110000110010,0.906250,0.750953,36848,0
000000260657.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,36848",11110110010100000011110000110001,11110110000100000011110000110010,0.906250,0.751460,36843,0
000000260657.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,36584",11110110010100000011110000110001,11110110000100000011110000110010,0.906250,0.751460,36843,0
000000260657.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_2,"238,113,256,149,0.5,264",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.007843,324,0
000000260657.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"0,0,199,198,0.35,14160",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.027883,1766,0
000000260657.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"0,0,199,176,0.35,13997",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.003399,286,0
000000260657.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00110011010010000001010000010110,0.625000,0.001098,28,0
000000260657.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"102,0,194,236,0.35,1636",11110110010100000011110000110001,00001101101110010010001000110011,0.468750,0.280747,10223,0
000000260657.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"111,25,148,62,0.35,488",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_2,"129,168,170,200,0.35,460",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_3,"154,131,184,174,0.35,395",11110110010100000011110000110001,00000100000000000000000010000000,0.531250,0.004133,115,0
000000260657.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"13,96,247,227,0.35,2709",11110110010100000011110000110001,00001000000010000011000100010011,0.531250,0.222309,5686,0
000000260657.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"169,101,216,204,0.35,1163",11110110010100000011110000110001,00101100000000000001000011000000,0.531250,0.072795,1436,0
000000260657.png,five_region_spatial,2.5000,crop_center_50,bbox_2,"76,147,159,201,0.35,1113",11110110010100000011110000110001,00100100010000000000000010000000,0.593750,0.045763,1031,0
000000260657.png,five_region_spatial,2.5000,crop_center_50,bbox_3,"41,195,120,207,0.35,249",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000260657.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.908352,37886,0
000000260657.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,37886",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.908140,37864,0
000000260657.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,23738",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.908140,37864,0
000000260657.png,five_region_spatial,2.5000,jpeg_q20,bbox_2,"0,0,125,114,0.5,7265",11110110010100000011110000110001,00100100110000000000000010000000,0.562500,0.122663,2669,0
000000260657.png,five_region_spatial,2.5000,jpeg_q20,bbox_3,"142,150,256,256,0.5,6883",11110110010100000011110000110001,00100100000000000000000000000000,0.593750,0.144728,2750,0
000000260657.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110000100000011110000110000,0.937500,0.812434,39326,0
000000260657.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,39326",11110110010100000011110000110001,11110110000100000011110000110000,0.937500,0.811938,39343,0
000000260657.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,39326",11110110010100000011110000110001,11110110000100000011110000110000,0.937500,0.811938,39343,0
000000262938.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.000538,23,0
000000262938.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"65,32,256,256,0.35,11085",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000262938.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"76,81,256,256,0.35,10519",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000262938.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"139,93,169,116,0.35,205",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000262938.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.063815,11989,0
000000262938.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"0,0,222,222,0.5,11989",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.046664,3086,0
000000262938.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"57,0,206,222,0.5,10301",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.015245,946,0
000000262938.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_2,"14,86,88,128,0.5,613",11110110010100000011110000110001,00000110110100000000000110000000,0.562500,0.278870,19115,0
000000262938.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_3,"63,22,104,52,0.5,410",11110110010100000011110000110001,00000000010000010000000000000000,0.531250,0.145388,2773,0
000000262938.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_4,"31,40,61,76,0.5,343",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000262938.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.140221,49175,0
000000262938.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,49175",11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.140210,49210,0
000000262938.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,48686",11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.140210,49210,0
000000262938.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.908332,36381,0
000000262938.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36381",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.910061,36377,0
000000262938.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,36381",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.910061,36377,0
000000262938.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.779932,37099,0
000000262938.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,37099",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.781876,37102,0
000000262938.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,37099",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.781876,37102,0
000000262938.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.068011,8443,0
000000262938.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"6,0,256,256,0.5,8443",11110110010100000011110000110001,00000000000000000001000000000000,0.562500,0.081397,11357,0
000000262938.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"94,0,174,181,0.5,5128",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000262938.png,five_region_spatial,2.5000,crop_top_left_50,bbox_2,"103,175,242,256,0.5,2446",11110110010100000011110000110001,10100111101000101001011010010000,0.531250,0.001994,85,0
000000262938.png,five_region_spatial,2.5000,crop_top_left_50,bbox_3,"26,148,162,161,0.5,580",11110110010100000011110000110001,00000000000000000000000010000000,0.500000,0.008244,456,0
000000262938.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000001000000010000,0.593750,0.128596,5173,0
000000262938.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"0,0,220,256,0.5,5173",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000262938.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"84,90,154,256,0.5,3316",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.013177,540,0
000000262938.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_2,"2,0,84,72,0.5,1630",11110110010100000011110000110001,00010100110000010000000110000001,0.531250,0.075664,1857,0
000000262938.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.084481,8665,0
000000262938.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"9,9,243,248,0.5,8665",11110110010100000011110000110001,00000001000000000001000000010000,0.562500,0.099875,13941,0
000000262938.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"10,36,240,242,0.5,8072",11110110010100000011110000110001,00000000000000000000000000000010,0.500000,0.096561,4906,0
000000262938.png,five_region_spatial,2.5000,crop_center_50,bbox_2,"96,65,145,78,0.5,229",11110110010100000011110000110001,00100010111001001000000110000000,0.437500,0.097816,1122,0
000000262938.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.938017,38321,0
000000262938.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,38321",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.938436,38317,0
000000262938.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,38321",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.938436,38317,0
000000262938.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110100100000011110000110010,0.875000,0.827033,39079,0
000000262938.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,39079",11110110010100000011110000110001,11110110100100000011110000110010,0.875000,0.824790,38972,0
000000262938.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,39079",11110110010100000011110000110001,11110110100100000011110000110010,0.875000,0.824790,38972,0
000000263299.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.090807,8253,0
000000263299.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"37,38,256,256,0.5,8253",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.008910,561,0
000000263299.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"87,53,256,196,0.5,6760",11110110010100000011110000110001,00000001000000001010001000000110,0.406250,0.009603,187,0
000000263299.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"121,158,168,202,0.5,646",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_top_left_50,bbox_3,"208,151,238,180,0.5,250",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"39,9,134,146,0.35,765",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"84,86,112,128,0.35,306",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_2,"49,108,86,126,0.35,247",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_3,"96,28,122,53,0.35,212",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000010000000000000000010000,0.593750,0.131390,38340,0
000000263299.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,38340",11110110010100000011110000110001,00000000010000000000000000010000,0.593750,0.131446,38193,0
000000263299.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,37101",11110110010100000011110000110001,00000000010000000000000000010000,0.593750,0.131446,38193,0
000000263299.png,single_center_50pct,2.5000,crop_center_50,bbox_2,"198,196,246,251,0.5,881",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,crop_center_50,bbox_3,"236,187,256,211,0.5,219",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.932201,36473,0
000000263299.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36473",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.933412,36500,0
000000263299.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,36473",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.933412,36500,0
000000263299.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.771008,36800,0
000000263299.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,36800",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.770915,36810,0
000000263299.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,36800",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.770915,36810,0
000000263299.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.018550,606,0
000000263299.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"29,31,184,186,0.5,606",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.000411,28,0
000000263299.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"34,149,162,162,0.5,576",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"116,123,218,256,0.35,2430",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"118,158,206,247,0.35,1718",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_2,"157,202,210,240,0.35,553",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000263299.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.068448,5741,0
000000263299.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"8,0,256,254,0.5,5741",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.051178,9683,0
