image,attack,scheme,message,predicted,bit_accuracy,message_success,psnr_vs_original,mask_pixels,used_fallback
000000098392.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.0198,34143,0
000000098392.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.9394,18083,0
000000098392.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.2003,25410,0
000000098392.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.8175,8821,0
000000098392.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.8214,21912,0
000000098392.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.7649,34572,0
000000098392.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1594,26163,0
000000098392.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.3770,34818,0
000000098392.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.6029,33282,0
000000098392.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8728,16946,0
000000098392.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0119,16920,0
000000098392.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.9725,17059,0
000000098392.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0487,16495,0
000000098392.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.2951,3179,0
000000098392.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.9646,183,0
000000098392.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.9934,3244,0
000000098392.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.7383,4926,0
000000098392.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0053,52637,0
000000098392.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.6569,1988,0
000000098520.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2477,35004,0
000000098520.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4509,34419,0
000000098520.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1721,18051,0
000000098520.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.6030,25494,0
000000098520.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001111111101111010101000110100,0.937500,0,18.0759,8806,0
000000098520.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.2722,21942,0
000000098520.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.3872,34689,0
000000098520.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.9150,37417,0
000000098520.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,7.2281,34886,0
000000098520.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,6.5597,42994,0
000000098520.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2295,17163,0
000000098520.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4159,16969,0
000000098520.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2748,17288,0
000000098520.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5016,16897,0
000000098520.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.6990,8489,0
000000098520.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.2432,2203,0
000000098520.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.8835,0,1
000000098520.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.8643,6758,0
000000098520.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.2512,56983,0
000000098520.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.9066,24362,0
000000107554.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.6241,34816,0
000000107554.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5884,34249,0
000000107554.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5979,17948,0
000000107554.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.7346,25452,0
000000107554.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.5363,9648,0
000000107554.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100111100,0.968750,0,13.3801,21991,0
000000107554.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6291,34438,0
000000107554.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.7840,29196,0
000000107554.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.3723,34761,0
000000107554.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100111100,0.968750,0,9.0765,26876,0
000000107554.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5077,17016,0
000000107554.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100111100,0.968750,0,14.4776,16766,0
000000107554.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7956,17101,0
000000107554.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7564,16843,0
000000107554.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.1405,1656,0
000000107554.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.5053,0,1
000000107554.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.2430,0,1
000000107554.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.1097,4354,0
000000107554.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0198,42253,0
000000107554.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.4224,69,0
000000121673.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3679,34949,0
000000121673.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.1958,34176,0
000000121673.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2365,18066,0
000000121673.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.2248,25417,0
000000121673.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101100110100,0.968750,0,18.0356,9046,0
000000121673.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.8861,21962,0
000000121673.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.6677,34650,0
000000121673.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.0102,28397,0
000000121673.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.4227,34905,0
000000121673.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,6.6404,38588,0
000000121673.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4836,17033,0
000000121673.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2321,16786,0
000000121673.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2666,17155,0
000000121673.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,14.1596,16625,0
000000121673.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.6653,395,0
000000121673.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.8402,1223,0
000000121673.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.7843,5624,0
000000121673.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.4070,11445,0
000000121673.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6351,16443,0
000000121673.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.9955,11840,0
000000134322.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.2874,34913,0
000000134322.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.2694,34274,0
000000134322.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.2223,17924,0
000000134322.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.3837,25462,0
000000134322.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,19.0899,8971,0
000000134322.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.0096,21837,0
000000134322.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.4746,34465,0
000000134322.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.1061,26418,0
000000134322.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,6.2173,34803,0
000000134322.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,5.7459,37091,0
000000134322.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.3200,17031,0
000000134322.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.2280,16956,0
000000134322.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.2579,17153,0
000000134322.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.3253,16643,0
000000134322.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000111010000000100000011,0.406250,0,8.9130,311,0
000000134322.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.1796,0,1
000000134322.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.9377,785,0
000000134322.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.7538,4640,0
000000134322.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.6635,23789,0
000000134322.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.4365,10440,0
000000150649.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.0915,34764,0
000000150649.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.1393,34009,0
000000150649.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2509,18508,0
000000150649.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3616,25507,0
000000150649.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.1626,9158,0
000000150649.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9637,21971,0
000000150649.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.0015,34576,0
000000150649.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1921,27496,0
000000150649.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.4689,35085,0
000000150649.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.2891,28306,0
000000150649.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.0242,17054,0
000000150649.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2319,16799,0
000000150649.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1912,17091,0
000000150649.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.0678,16920,0
000000150649.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.5702,10972,0
000000150649.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.7964,12964,0
000000150649.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.0484,338,0
000000150649.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.1214,0,1
000000150649.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.4805,49437,0
000000150649.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.3093,5664,0
000000154000.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8523,34830,0
000000154000.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.9540,34094,0
000000154000.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0236,17824,0
000000154000.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1856,25405,0
000000154000.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.9103,8697,0
000000154000.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.7710,21941,0
000000154000.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.0437,34371,0
000000154000.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.3716,27254,0
000000154000.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.8380,34587,0
000000154000.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.9645,27860,0
000000154000.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6102,17002,0
000000154000.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7732,16877,0
000000154000.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.1510,16952,0
000000154000.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.1569,16548,0
000000154000.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.1122,1677,0
000000154000.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.1759,2005,0
000000154000.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8042,3040,0
000000154000.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.4166,6349,0
000000154000.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.7635,29599,0
000000154000.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6407,13345,0
000000186632.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5629,34793,0
000000186632.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3770,34059,0
000000186632.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5290,17862,0
000000186632.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.4968,25515,0
000000186632.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101110010101100110100,0.968750,0,18.2996,8617,0
000000186632.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1170,21953,0
000000186632.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.7619,34419,0
000000186632.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.5709,26023,0
000000186632.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,11.3404,34692,0
000000186632.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.6884,25769,0
000000186632.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7178,16854,0
000000186632.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3703,16486,0
000000186632.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4701,17132,0
000000186632.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4402,16691,0
000000186632.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.6175,14495,0
000000186632.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0932,3185,0
000000186632.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.3561,0,1
000000186632.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.3167,712,0
000000186632.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0030,23786,0
000000186632.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.3970,13379,0
000000201775.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.1097,34971,0
000000201775.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3483,34157,0
000000201775.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1805,18358,0
000000201775.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5900,25592,0
000000201775.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101000110100,0.937500,0,18.0561,8890,0
000000201775.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.2605,22041,0
000000201775.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.0425,34576,0
000000201775.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.3585,35255,0
000000201775.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,9.1938,34795,0
000000201775.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.1829,32857,0
000000201775.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1830,17043,0
000000201775.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4031,16868,0
000000201775.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.0695,17265,0
000000201775.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3278,16833,0
000000201775.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000001000000000000000011010111,0.343750,0,9.1051,17350,0
000000201775.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000001000000000000000000000000,0.406250,0,9.2753,7933,0
000000201775.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.6081,11653,0
000000201775.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.9330,8116,0
000000201775.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.4509,48762,0
000000201775.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00100100000000100001000100000000,0.406250,0,9.2686,26003,0
000000205647.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3637,35001,0
000000205647.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2194,34174,0
000000205647.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2085,18108,0
000000205647.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3074,25302,0
000000205647.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,17.9985,9098,0
000000205647.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9126,21874,0
000000205647.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.9288,34673,0
000000205647.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.4005,29364,0
000000205647.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,6.7108,35060,0
000000205647.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,6.0459,36550,0
000000205647.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3502,17129,0
000000205647.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2470,16840,0
000000205647.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3704,17287,0
000000205647.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1875,16774,0
000000205647.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.2498,1740,0
000000205647.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.9506,96,0
000000205647.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.7950,867,0
000000205647.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.9680,4451,0
000000205647.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0475,51864,0
000000205647.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.2988,0,1
000000207306.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.6283,34679,0
000000207306.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.6299,34305,0
000000207306.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5572,17771,0
000000207306.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.7468,25452,0
000000207306.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.3274,9459,0
000000207306.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.4275,21994,0
000000207306.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.0485,34356,0
000000207306.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.4587,26192,0
000000207306.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.8664,34742,0
000000207306.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.9439,25886,0
000000207306.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0370,16823,0
000000207306.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0745,16924,0
000000207306.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2943,17077,0
000000207306.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2745,16706,0
000000207306.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.1688,3882,0
000000207306.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.3886,1100,0
000000207306.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.4076,2,1
000000207306.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.5927,757,0
000000207306.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.1181,42486,0
000000207306.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.1376,5975,0
000000210299.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4529,34902,0
000000210299.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4335,34376,0
000000210299.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3409,18225,0
